📡  更新日期,#genre#
邯郸公共频道,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
邯郸科技教育,https://jwliveqxzb.hebyun.com.cn/hdkj/hdkj.m3u8
昌黎综合频道,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
平泉影視頻道,https://jwcdnqx.hebyun.com.cn/live/pqys/1500k/tzwj_video.m3u8
邯郸新闻,https://jwliveqxzb.hebyun.com.cn/hdxwzh/hdxwzh.m3u8
昌黎电视剧_183,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8?zhebd
邯郸科技教育_189,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8?zhebd
河北清河经济综艺,https://jwcdnqx.hebyun.com.cn/live/qinghe1/1500k/tzwj_video.m3u8
河北清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
丰宁综合频道,https://jwliveqxzb.hebyun.com.cn/fengningzonghe/fengningzonghe.m3u8
深泽综合频道,https://jwcdnqx.hebyun.com.cn/live/shenzedianshi/1500k/tzwj_video.m3u8

隆化影视频道,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
隆化综合频道,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8




河北经济生活,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13003/index.m3u8
河北农民,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13004/index.m3u8
河北都市,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13005/index.m3u8
河北影视剧,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13006/index.m3u8
河北少儿,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13007/index.m3u8
河北公共,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13008/index.m3u8
河北杂技,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13002/index.m3u8
邯郸新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13009/index.m3u8
河北收视指南,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13010/index.m3u8
石家庄娱乐,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13011/index.m3u8
石家庄生活,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13012/index.m3u8
石家庄都市,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13013/index.m3u8
石家庄新闻,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13014/index.m3u8

📡  湖北频道,#genre#

武汉新闻综合,http://www.furymax.top:85/rtp/239.69.1.145:10506
武汉电视剧,http://www.furymax.top:85/rtp/239.69.1.146:10512
武汉生活,http://www.furymax.top:85/rtp/239.69.1.251:11148
武汉经济,http://www.furymax.top:85/rtp/239.69.1.35:9850
武汉文体,http://www.furymax.top:85/rtp/239.69.1.147:10518
武汉外语,http://www.furymax.top:85/rtp/239.69.1.36:9856
武汉教育,http://www.furymax.top:85/rtp/239.69.1.60:9994

湖北公共新闻,http://www.furymax.top:85/rtp/239.69.1.40:9880
湖北经视,http://www.furymax.top:85/rtp/239.69.1.41:9886
湖北综合,http://www.furymax.top:85/rtp/239.69.1.42:9892
湖北垄上,http://www.furymax.top:85/rtp/239.69.1.43:9898
湖北影视,http://www.furymax.top:85/rtp/239.69.1.204:10866
湖北生活,http://www.furymax.top:85/rtp/239.69.1.205:10872
湖北教育,http://www.furymax.top:85/rtp/239.69.1.206:10878

武汉新闻综合,http://www.hiliu.myds.me:8088/rtp/239.69.1.145:10506
武汉电视剧,http://www.hiliu.myds.me:8088/rtp/239.69.1.146:10512
武汉生活,http://www.hiliu.myds.me:8088/rtp/239.69.1.251:11148
武汉经济,http://www.hiliu.myds.me:8088/rtp/239.69.1.35:9850
武汉文体,http://www.hiliu.myds.me:8088/rtp/239.69.1.147:10518
武汉外语,http://www.hiliu.myds.me:8088/rtp/239.69.1.36:9856
武汉教育,http://www.hiliu.myds.me:8088/rtp/239.69.1.60:9994

湖北公共新闻,http://www.hiliu.myds.me:8088/rtp/239.69.1.40:9880
湖北经视,http://www.hiliu.myds.me:8088/rtp/239.69.1.41:9886
湖北综合,http://www.hiliu.myds.me:8088/rtp/239.69.1.42:9892
湖北垄上,http://www.hiliu.myds.me:8088/rtp/239.69.1.43:9898
湖北影视,http://www.hiliu.myds.me:8088/rtp/239.69.1.204:10866
湖北生活,http://www.hiliu.myds.me:8088/rtp/239.69.1.205:10872
湖北教育,http://www.hiliu.myds.me:8088/rtp/239.69.1.206:10878


武汉新闻综合,http://27.18.5.191:8088/rtp/239.69.1.145:10506
武汉电视剧,http://27.18.5.191:8088/rtp/239.69.1.146:10512
武汉生活,http://27.18.5.191:8088/rtp/239.69.1.251:11148
武汉经济,http://27.18.5.191:8088/rtp/239.69.1.35:9850
武汉文体,http://27.18.5.191:8088/rtp/239.69.1.147:10518
武汉外语,http://27.18.5.191:8088/rtp/239.69.1.36:9856
武汉教育,http://27.18.5.191:8088/rtp/239.69.1.60:9994

湖北公共新闻,http://27.18.5.191:8088/rtp/239.69.1.40:9880
湖北经视,http://27.18.5.191:8088/rtp/239.69.1.41:9886
湖北综合,http://27.18.5.191:8088/rtp/239.69.1.42:9892
湖北垄上,http://27.18.5.191:8088/rtp/239.69.1.43:9898
湖北影视,http://27.18.5.191:8088/rtp/239.69.1.204:10866
湖北生活,http://27.18.5.191:8088/rtp/239.69.1.205:10872
湖北教育,http://27.18.5.191:8088/rtp/239.69.1.206:10878



武汉新闻综合,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉电视剧,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉外语,http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉少儿,http://stream.appwuhan.com/7tzb/sd/live.m3u8
武汉教育,http://stream.appwuhan.com/jyzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8


湖北公共新闻,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380726d0ee3b/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKgjpyhD%2FJd6SZjkcHAKXbsjwotAY57dianC4%2ByY7artm7J7F4GFO6G99D0bYMJRxI
湖北教育,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072a6cbbf6/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKTFQuOKNd5i0HMa3ydMWIQ6kJ2fBJGJ77BLTXK72CqUYQsX3ZguYt0954s9hfZTfc
湖北经视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807203543e3/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLVCQ3pDe4nBySab%2B3xPL123aTSCRugzF2ABe36IIJw2evZbYdWUo0ffUw53bflDgU
湖北垄上,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072463c333/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNL%2Be1h4FfA5QqwJ7IPOz3p2qIS7djSxm17Htd%2FckZkm%2FVqsKHEJFJt26ju9iibzMEo
湖北生活,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072c62e405/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKJPodw5BcDirSOw7egztI5bUvJjqPzSNAhrA37GrbRBIAjGQpzP0QmgsmuHnQyd2c
湖北卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN911989BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTjwoxLREP8RbFWdRUM4faswoDIwMxbrlyyVy9x6ZDKnEdPk51m%2FYpbAXpN4hljdv%2Fuo7x98HZteEPqTZvSaqAE
湖北影视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380728abccd2/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKU1xiiKGJYFBZK9RpEkaggogtHJZW6nJQqLppbEYE%2BqJ9kJW%2FMvKldfS2dCii9VSI
湖北综合,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072216f7da/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLx3R3LdIBdA5q61lut1LwZcw4SC2tJubc%2Bq5t%2F61jvWCtjrJL0x%2BHncPgdmcbBW9I


📡  四川频道,#genre#

凤凰资讯,http://xeace.cn:8888/udp/239.93.0.118:2191
凤凰资讯,http://xeace.cn:8888/udp/239.93.1.4:2191
凤凰中文,http://xeace.cn:8888/udp/239.93.0.162:2192
凤凰中文,http://xeace.cn:8888/udp/239.93.1.9:2192
四川卫视,http://xeace.cn:8888/udp/239.93.0.169:5140
四川卫视,http://xeace.cn:8888/udp/239.93.1.188:5140
四川康巴卫视,http://xeace.cn:8888/udp/239.93.0.41:5140
四川公共乡村,http://xeace.cn:8888/udp/239.93.0.52:5140
四川妇女儿童,http://xeace.cn:8888/udp/239.93.0.219:5140
四川影视文艺,http://xeace.cn:8888/udp/239.93.0.166:5140
四川影视文艺,http://xeace.cn:8888/udp/239.93.1.195:5140
四川文化旅游,http://xeace.cn:8888/udp/239.93.1.101:5140
四川文化旅游,http://xeace.cn:8888/udp/239.93.1.20:5140
四川新闻,http://xeace.cn:8888/udp/239.93.0.47:5140
四川经济,http://xeace.cn:8888/udp/239.93.1.102:5140
四川经济,http://xeace.cn:8888/udp/239.93.1.16:5140
峨眉电影,http://xeace.cn:8888/udp/239.93.1.54:5140
峨眉电影,http://xeace.cn:8888/udp/239.93.1.18:5140
星空卫视,http://xeace.cn:8888/udp/239.93.0.156:2193
星空卫视,,http://xeace.cn:8888/udp/239.93.1.10:2193
CHANNEL-V,http://xeace.cn:8888/udp/239.93.0.157:2194
CHANNEL-V,http://xeace.cn:8888/udp/239.93.1.7:2194

凤凰资讯,http://222.212.185.197:8888/udp/239.93.0.118:2191
凤凰资讯,http://222.212.185.197:8888/udp/239.93.1.4:2191
凤凰中文,http://222.212.185.197:8888/udp/239.93.0.162:2192
凤凰中文,http://222.212.185.197:8888/udp/239.93.1.9:2192
四川卫视,http://222.212.185.197:8888/udp/239.93.0.169:5140
四川卫视,http://222.212.185.197:8888/udp/239.93.1.188:5140
四川康巴卫视,http://222.212.185.197:8888/udp/239.93.0.41:5140
四川公共乡村,http://222.212.185.197:8888/udp/239.93.0.52:5140
四川妇女儿童,http://222.212.185.197:8888/udp/239.93.0.219:5140
四川影视文艺,http://222.212.185.197:8888/udp/239.93.0.166:5140
四川影视文艺,http://222.212.185.197:8888/udp/239.93.1.195:5140
四川文化旅游,http://222.212.185.197:8888/udp/239.93.1.101:5140
四川文化旅游,http://222.212.185.197:8888/udp/239.93.1.20:5140
四川新闻,http://222.212.185.197:8888/udp/239.93.0.47:5140
四川经济,http://222.212.185.197:8888/udp/239.93.1.102:5140
四川经济,http://222.212.185.197:8888/udp/239.93.1.16:5140
峨眉电影,http://222.212.185.197:8888/udp/239.93.1.54:5140
峨眉电影,http://222.212.185.197:8888/udp/239.93.1.18:5140
星空卫视,http://222.212.185.197:8888/udp/239.93.0.156:2193
星空卫视,,http://222.212.185.197:8888/udp/239.93.1.10:2193
CHANNEL-V,http://222.212.185.197:8888/udp/239.93.0.157:2194
CHANNEL-V,http://222.212.185.197:8888/udp/239.93.1.7:2194

成都新闻综合,http://live.nctv.top/5678/cdtv.php?id=sccdtv1
成都经济资讯,http://live.nctv.top/5678/cdtv.php?id=sccdtv2
成都都市生活,http://live.nctv.top/5678/cdtv.php?id=sccdtv3
成都影视文艺,http://live.nctv.top/5678/cdtv.php?id=sccdtv4
成都公共频道,http://live.nctv.top/5678/cdtv.php?id=sccdtv5
成都少儿频道,http://live.nctv.top/5678/cdtv.php?id=sccdtv6
成都蓉城先锋,http://live.nctv.top/5678/cdtv.php?id=sccddj
高新电视台,http://live.nctv.top/5678/cdtv.php?id=sccdgx1



📡  重庆频道,#genre#
重庆卫视,http://113.251.228.27:58888/rtp/235.254.196.249:1268
重庆新闻,http://113.251.228.27:58888/rtp/235.254.196.199:7980
重庆影视,http://113.251.228.27:58888/rtp/235.254.198.180:7980
重庆都市,http://113.251.228.27:58888/rtp/235.254.198.181:7980
重庆时尚生活,http://113.251.228.27:58888/rtp/235.254.198.182:7980
重庆文体娱乐,http://113.251.228.27:58888/rtp/235.254.198.187:7980
重庆新农村,http://1113.251.228.27:58888/rtp/235.254.198.186:7980
重庆少儿,http://113.251.228.27:58888/rtp/235.254.196.214:1128
重庆科教,http://113.251.228.27:58888/rtp/235.254.196.215:1132
重庆汽摩,http://113.251.228.27:58888/rtp/235.254.196.221:1156
重广融媒,http://113.251.228.27:58888/rtp/235.254.196.218:1146

重庆卫视,http://14.105.22.131:20001/rtp/235.254.196.249:1268
重庆新闻,http://14.105.22.131:20001/rtp/235.254.196.199:7980
重庆影视,http://14.105.22.131:20001/rtp/235.254.198.180:7980
重庆都市,http://14.105.22.131:20001/rtp/235.254.198.181:7980
重庆时尚生活,http://14.105.22.131:20001/rtp/235.254.198.182:7980
重庆文体娱乐,http://14.105.22.131:20001/rtp/235.254.198.187:7980
重庆新农村,http://114.105.22.131:20001/rtp/235.254.198.186:7980
重庆少儿,http://14.105.22.131:20001/rtp/235.254.196.214:1128
重庆科教,http://14.105.22.131:20001/rtp/235.254.196.215:1132
重庆汽摩,http://14.105.22.131:20001/rtp/235.254.196.221:1156
重广融媒,http://14.105.22.131:20001/rtp/235.254.196.218:1146

重庆新闻,http://live.nctv.top/5678/cqyx.php?token=&id=cqxw
重庆科教,http://live.nctv.top/5678/cqyx.php?token=&id=cqkj
重庆影视,http://live.nctv.top/5678/cqyx.php?token=&id=cqys
重庆文体娱乐,http://live.nctv.top/5678/cqyx.php?token=&id=cqwtyl
重庆少儿,http://live.nctv.top/5678/cqyx.php?token=&id=cqse
重庆时尚生活,http://live.nctv.top/5678/cqyx.php?token=&id=cqsssh
重庆新农村,http://live.nctv.top/5678/cqyx.php?token=&id=cqxnc
重庆社会与法,http://live.nctv.top/5678/cqyx.php?token=&id=cqshyf
重庆移动,http://live.nctv.top/5678/cqyx.php?token=&id=cqyd
重庆汽摩,http://live.nctv.top/5678/cqyx.php?token=&id=cqqm
重广融媒,http://live.nctv.top/5678/cqyx.php?token=&id=cgrm

爱看导视,http://live.nctv.top/5678/cqyx.php?token=&id=akds
合川综合,http://live.nctv.top/5678/cqyx.php?token=&id=hczh
长寿综合,http://live.nctv.top/5678/cqyx.php?token=&id=cszh
酉阳综合,http://live.nctv.top/5678/cqyx.php?token=&id=yyzh
云阳综合,http://live.nctv.top/5678/cqyx.php?token=&id=yunyzh
铜梁综合,http://live.nctv.top/5678/cqyx.php?token=&id=tlzh
万州综合,http://live.nctv.top/5678/cqyx.php?token=&id=wanzhou
涪陵综合,http://live.nctv.top/5678/cqyx.php?token=&id=fuling
黔江综合,http://live.nctv.top/5678/cqyx.php?token=&id=qianjiang
永川综合,http://live.nctv.top/5678/cqyx.php?token=&id=yongzhou
武隆综合,http://live.nctv.top/5678/cqyx.php?token=&id=wulong
荣昌综合,http://live.nctv.top/5678/cqyx.php?token=&id=rongchang
潼南综合,http://live.nctv.top/5678/cqyx.php?token=&id=tongnan
丰都综合,http://live.nctv.top/5678/cqyx.php?token=&id=fengdu
巫溪综合,http://live.nctv.top/5678/cqyx.php?token=&id=wuxi
秀山综合,http://live.nctv.top/5678/cqyx.php?token=&id=xiushan

📡  山东综合,#genre#

长清新闻,http://live.nctv.top/5678/qilu.php?id=jncqxw
长清生活,http://live.nctv.top/5678/qilu.php?id=jncqsh
济铁电视台,http://live.nctv.top/5678/qilu.php?id=jnjrtv
济阳综合,http://live.nctv.top/5678/qilu.php?id=jnjyzh
济阳影视,http://live.nctv.top/5678/qilu.php?id=jnjyys
历城新闻综合,http://live.nctv.top/5678/qilu.php?id=jnlcxw
平阴综合,http://live.nctv.top/5678/qilu.php?id=jnpyzh
平阴乡村振兴,http://live.nctv.top/5678/qilu.php?id=jnpyxc
商河综合,http://live.nctv.top/5678/qilu.php?id=jnshzh
商河影视,http://live.nctv.top/5678/qilu.php?id=jnshys
章丘综合,http://live.nctv.top/5678/qilu.php?id=jnzqzh
章丘公共,http://live.nctv.top/5678/qilu.php?id=jnzqgg
东营新闻综合,http://live.nctv.top/5678/qilu.php?id=dyxwzh
东营公共,http://live.nctv.top/5678/qilu.php?id=dygg
东营公共,http://live.nctv.top/5678/qilu.php?id=dygg2
东营科教,http://live.nctv.top/5678/qilu.php?id=dykj
东营区新闻综合,http://live.nctv.top/5678/qilu.php?id=dydyqxw
东营区科教影视,http://live.nctv.top/5678/qilu.php?id=dydyqkj
广饶综合,http://live.nctv.top/5678/qilu.php?id=dygrzh
广饶科教文艺,http://live.nctv.top/5678/qilu.php?id=dygrkj
垦利新闻综合,http://live.nctv.top/5678/qilu.php?id=dyklxw
利津综合,http://live.nctv.top/5678/qilu.php?id=dyljzh
利津文化生活,http://live.nctv.top/5678/qilu.php?id=dyljwh
黄岛综合,http://live.nctv.top/5678/qilu.php?id=qdhdzh
黄岛生活,http://live.nctv.top/5678/qilu.php?id=qdhdsh
即墨综合,http://live.nctv.top/5678/qilu.php?id=qdjmzh
即墨生活服务,http://live.nctv.top/5678/qilu.php?id=qdjmsh
胶州综合,http://live.nctv.top/5678/qilu.php?id=qdjzzh
胶州生活,http://live.nctv.top/5678/qilu.php?id=qdjzsh
李沧TV,http://live.nctv.top/5678/qilu.php?id=qdlc
崂山TV,http://live.nctv.top/5678/qilu.php?id=qdls
莱西综合,http://live.nctv.top/5678/qilu.php?id=qdlxzh
莱西生活,http://live.nctv.top/5678/qilu.php?id=qdlxsh
平度新闻综合,http://live.nctv.top/5678/qilu.php?id=qdpdxw
平度生活服务,http://live.nctv.top/5678/qilu.php?id=qdpdsh
潍坊新闻综合,http://live.nctv.top/5678/qilu.php?id=wfxwzh
潍坊生活,http://live.nctv.top/5678/qilu.php?id=wfsh
潍坊影视综艺,http://live.nctv.top/5678/qilu.php?id=wfyswy
潍坊科教文旅,http://live.nctv.top/5678/qilu.php?id=wfkjwl
潍坊高新区,http://live.nctv.top/5678/qilu.php?id=wfgxq
安丘综合,http://live.nctv.top/5678/qilu.php?id=wfaqzh
安丘民生,http://live.nctv.top/5678/qilu.php?id=wfaqms
滨海新闻综合,http://live.nctv.top/5678/qilu.php?id=wfbhxw
昌乐综合,http://live.nctv.top/5678/qilu.php?id=wfclzh
昌邑综合,http://live.nctv.top/5678/qilu.php?id=wfcyzh
昌邑经济生活,http://live.nctv.top/5678/qilu.php?id=wfcyjj
坊子新闻综合,http://live.nctv.top/5678/qilu.php?id=wffzxw
高密综合,http://live.nctv.top/5678/qilu.php?id=wfgmzh
高密党建农科,http://live.nctv.top/5678/qilu.php?id=wfgmdj
潍坊高新区电视,http://live.nctv.top/5678/qilu.php?id=wfgxq
寒亭新闻,http://live.nctv.top/5678/qilu.php?id=wfhtxw
奎文电视台,http://live.nctv.top/5678/qilu.php?id=wfkwtv
临朐新闻综合,http://live.nctv.top/5678/qilu.php?id=wflqxw
青州综合,http://live.nctv.top/5678/qilu.php?id=wfqzzh
青州文化旅游,http://live.nctv.top/5678/qilu.php?id=wfqzwh
潍城TV,http://live.nctv.top/5678/qilu.php?id=wfwc
诸城新闻综合,http://live.nctv.top/5678/qilu.php?id=wfzcxw
诸城生活娱乐,http://live.nctv.top/5678/qilu.php?id=wfzcsh
长岛TV,http://live.nctv.top/5678/qilu.php?id=ytcd
福山综合,http://live.nctv.top/5678/qilu.php?id=ytfszh
福山生活(无信号),http://live.nctv.top/5678/qilu.php?id=ytfssh
海阳综合,http://live.nctv.top/5678/qilu.php?id=ythyzh
龙口综合,http://live.nctv.top/5678/qilu.php?id=ytlkzh
龙口生活,http://live.nctv.top/5678/qilu.php?id=ytlksh
莱山综合,http://live.nctv.top/5678/qilu.php?id=ytlszh
莱山影视,http://live.nctv.top/5678/qilu.php?id=ytlsys
莱阳综合,http://live.nctv.top/5678/qilu.php?id=ytlyzh
莱阳民生综艺,http://live.nctv.top/5678/qilu.php?id=ytlyms
莱州综合,http://live.nctv.top/5678/qilu.php?id=ytlzzh
牟平综合,http://live.nctv.top/5678/qilu.php?id=ytmpzh
蓬莱综合,http://live.nctv.top/5678/qilu.php?id=ytplzh
蓬莱综艺,http://live.nctv.top/5678/qilu.php?id=ytplzy
栖霞综合,http://live.nctv.top/5678/qilu.php?id=ytqxzh
栖霞苹果,http://live.nctv.top/5678/qilu.php?id=ytqxpg
招远综合,http://live.nctv.top/5678/qilu.php?id=ytzyzh
招远综艺,http://live.nctv.top/5678/qilu.php?id=ytzyzy
博山新闻,http://live.nctv.top/5678/qilu.php?id=zbbsxw
博山图文,http://live.nctv.top/5678/qilu.php?id=zbbstw
高青综合,http://live.nctv.top/5678/qilu.php?id=zbgqzh
高青影视,http://live.nctv.top/5678/qilu.php?id=zbgqys
桓台综合,http://live.nctv.top/5678/qilu.php?id=zbht1
桓台影视,http://live.nctv.top/5678/qilu.php?id=zbht2
临淄新闻综合,http://live.nctv.top/5678/qilu.php?id=zblzxw
临淄生活服务,http://live.nctv.top/5678/qilu.php?id=zblzsh
沂源综合,http://live.nctv.top/5678/qilu.php?id=zbyyzh
沂源生活,http://live.nctv.top/5678/qilu.php?id=zbyysh
淄川新闻,http://live.nctv.top/5678/qilu.php?id=zbzcxw
淄川生活,http://live.nctv.top/5678/qilu.php?id=zbzcsh
张店综合,http://live.nctv.top/5678/qilu.php?id=zbzd1
张店2,http://live.nctv.top/5678/qilu.php?id=zbzd2
周村新闻,http://live.nctv.top/5678/qilu.php?id=zbzctv1
周村生活,http://live.nctv.top/5678/qilu.php?id=zbzctv2
山亭综合,http://live.nctv.top/5678/qilu.php?id=zzstzh
枣庄市中综合,http://live.nctv.top/5678/qilu.php?id=zzszzh
台儿庄新闻综合,http://live.nctv.top/5678/qilu.php?id=zztezxw
滕州综合,http://live.nctv.top/5678/qilu.php?id=zztzzh
滕州民生,http://live.nctv.top/5678/qilu.php?id=zztzms
薛城新闻综合,http://live.nctv.top/5678/qilu.php?id=zzxcxw
峄城综合,http://live.nctv.top/5678/qilu.php?id=zzyczh
滨城TV,http://live.nctv.top/5678/qilu.php?id=bzbctv
博兴综合,http://live.nctv.top/5678/qilu.php?id=bzbxzh
博兴生活,http://live.nctv.top/5678/qilu.php?id=bzbxsh
惠民综合,http://live.nctv.top/5678/qilu.php?id=bzhmzh
惠民影视,http://live.nctv.top/5678/qilu.php?id=bzhmys
无棣综合,http://live.nctv.top/5678/qilu.php?id=bzwdzh
无棣综艺,http://live.nctv.top/5678/qilu.php?id=bzwdzy
阳信新闻综合,http://live.nctv.top/5678/qilu.php?id=bzyxxw
沾化综合,http://live.nctv.top/5678/qilu.php?id=bzzhzh
沾化综艺,http://live.nctv.top/5678/qilu.php?id=bzzhzy
邹平综合,http://live.nctv.top/5678/qilu.php?id=bzzpzh
邹平民生,http://live.nctv.top/5678/qilu.php?id=bzzpms
德州新闻综合,http://live.nctv.top/5678/qilu.php?id=dzxwzh
德州经济生活,http://live.nctv.top/5678/qilu.php?id=dzjjsh
德州图文,http://live.nctv.top/5678/qilu.php?id=dztw
陵城综合,http://live.nctv.top/5678/qilu.php?id=dzlczh
乐陵新闻综合,http://live.nctv.top/5678/qilu.php?id=dzllxw
乐陵城市生活,http://live.nctv.top/5678/qilu.php?id=dzllcs
临邑1,http://live.nctv.top/5678/qilu.php?id=dzly1
临邑2,http://live.nctv.top/5678/qilu.php?id=dzly2
宁津综合,http://live.nctv.top/5678/qilu.php?id=dznjzh
平原综合,http://live.nctv.top/5678/qilu.php?id=dzpyzh
齐河综合,http://live.nctv.top/5678/qilu.php?id=dzqhzh
庆云综合,http://live.nctv.top/5678/qilu.php?id=dzqyzh
庆云生活,http://live.nctv.top/5678/qilu.php?id=dzqysh
武城综合,http://live.nctv.top/5678/qilu.php?id=dzwczh
武城综艺影视,http://live.nctv.top/5678/qilu.php?id=dzwczy
夏津综合,http://live.nctv.top/5678/qilu.php?id=dzxjzh
夏津公共,http://live.nctv.top/5678/qilu.php?id=dzxjgg
禹城综合,http://live.nctv.top/5678/qilu.php?id=dzyczh
禹城综艺,http://live.nctv.top/5678/qilu.php?id=dzyczy
成武综合,http://live.nctv.top/5678/qilu.php?id=hzcwzh
成武综艺,http://live.nctv.top/5678/qilu.php?id=hzcwzy
曹县综合,http://live.nctv.top/5678/qilu.php?id=hzcxzh
东明新闻综合,http://live.nctv.top/5678/qilu.php?id=hzdmxw
定陶新闻,http://live.nctv.top/5678/qilu.php?id=hzdt1
定陶综艺,http://live.nctv.top/5678/qilu.php?id=hzdt2
鄄城综合,http://live.nctv.top/5678/qilu.php?id=hzjczh
巨野新闻,http://live.nctv.top/5678/qilu.php?id=hzjyxw
牡丹区新闻综合,http://live.nctv.top/5678/qilu.php?id=hzmdxw
牡丹区综艺,http://live.nctv.top/5678/qilu.php?id=hzmdzy
单县综合,http://live.nctv.top/5678/qilu.php?id=hzsxzh
郓城新闻,http://live.nctv.top/5678/qilu.php?id=hzycxw
郓城综艺,http://live.nctv.top/5678/qilu.php?id=hzyczy
嘉祥综合,http://live.nctv.top/5678/qilu.php?id=jijiazh
嘉祥生活,http://live.nctv.top/5678/qilu.php?id=jijiash
金乡综合,http://live.nctv.top/5678/qilu.php?id=jijxzh
金乡生活,http://live.nctv.top/5678/qilu.php?id=jijxsh
梁山综合,http://live.nctv.top/5678/qilu.php?id=jilszh
曲阜新闻综合,http://live.nctv.top/5678/qilu.php?id=jiqfxw
任城新闻综合,http://live.nctv.top/5678/qilu.php?id=jircxw
任城影视娱乐,http://live.nctv.top/5678/qilu.php?id=jircys
泗水新闻综合,http://live.nctv.top/5678/qilu.php?id=jissxw
泗水文化生活,http://live.nctv.top/5678/qilu.php?id=jisswh
微山综合,http://live.nctv.top/5678/qilu.php?id=jiws1
微山2套,http://live.nctv.top/5678/qilu.php?id=jiws2
汶上综合,http://live.nctv.top/5678/qilu.php?id=jiwszh
汶上生活,http://live.nctv.top/5678/qilu.php?id=jiwssh
鱼台新闻,http://live.nctv.top/5678/qilu.php?id=jiytxw
鱼台生活,http://live.nctv.top/5678/qilu.php?id=jiytsh
兖州新闻,http://live.nctv.top/5678/qilu.php?id=jiyzxw
兖州生活,http://live.nctv.top/5678/qilu.php?id=jiyzsh
邹城综合,http://live.nctv.top/5678/qilu.php?id=jizczh
邹城文化生活,http://live.nctv.top/5678/qilu.php?id=jizcwh
茌平综合,http://live.nctv.top/5678/qilu.php?id=lccpzh
茌平生活,http://live.nctv.top/5678/qilu.php?id=lccpsh
东昌综合,http://live.nctv.top/5678/qilu.php?id=lcdczh
东阿综合,http://live.nctv.top/5678/qilu.php?id=lcdezh
东阿综艺,http://live.nctv.top/5678/qilu.php?id=lcdezy
